"concept","n","percentage","cumulative_percentage"
"us-gaap_CommonStockIssuedEmployeeStockTrust",43,0.0849835961895727,83.9973912012333
"us-gaap_InvestmentsAndOtherNoncurrentAssets",43,0.0849835961895727,84.0823747974228
"us-gaap_LongTermNotesPayable",43,0.0849835961895727,84.1673583936124
"us-gaap_OtherReceivablesNetCurrent",43,0.0849835961895727,84.252341989802
"PropertyPlantAndEquipmentGross",42,0.0830072334874896,84.3353492232895
"us-gaap_FinancialInstrumentsOwnedAtFairValue",42,0.0830072334874896,84.4183564567769
"us-gaap_AvailableForSaleSecuritiesCurrent",41,0.0810308707854065,84.4993873275624
"us-gaap_UnbilledReceivablesCurrent",41,0.0810308707854065,84.5804181983478
"AccruedIncomeTaxesCurrent",40,0.0790545080833235,84.6594727064311
"OtherAccruedLiabilitiesCurrent",40,0.0790545080833235,84.7385272145144
"us-gaap_AccruedLiabilitiesAndOtherLiabilities",40,0.0790545080833235,84.8175817225977
"AccountsPayableAndAccruedLiabilitiesCurrent",39,0.0770781453812404,84.894659867979
"us-gaap_CapitalLeaseObligationsCurrent",38,0.0751017826791573,84.9697616506581
"us-gaap_WarrantsAndRightsOutstanding",37,0.0731254199770742,85.0428870706352
"LiabilitiesNoncurrent",36,0.0711490572749911,85.1140361279102
"us-gaap_AccountsReceivableNetNoncurrent",36,0.0711490572749911,85.1851851851852
"us-gaap_DerivativeLiabilitiesCurrent",36,0.0711490572749911,85.2563342424602
"us-gaap_DueFromRelatedPartiesCurrent",36,0.0711490572749911,85.3274832997352
"us-gaap_RedeemableNoncontrollingInterestEquityCarryingAmount",36,0.0711490572749911,85.3986323570102
"us-gaap_TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests",36,0.0711490572749911,85.4697814142852
"bios_AccruedExpensesAndOtherCurrentLiabilities",35,0.069172694572908,85.5389541088581
"us-gaap_DeferredRevenueAndCreditsNoncurrent",35,0.069172694572908,85.608126803431
"us-gaap_LiabilityForUncertainTaxPositionsNoncurrent",35,0.069172694572908,85.6772994980039
"us-gaap_UnbilledContractsReceivable",35,0.069172694572908,85.7464721925768
"cat_NoncurrentDeferredAndRefundableIncomeTaxes",34,0.0671963318708249,85.8136685244476
"us-gaap_AccruedLiabilitiesCurrentAndNoncurrent",34,0.0671963318708249,85.8808648563184
"us-gaap_AllowanceForDoubtfulAccountsReceivableCurrent",34,0.0671963318708249,85.9480611881893
"us-gaap_AvailableForSaleSecuritiesDebtSecurities",34,0.0671963318708249,86.0152575200601
"us-gaap_CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations",34,0.0671963318708249,86.0824538519309
"us-gaap_DueToAffiliateCurrent",34,0.0671963318708249,86.1496501838017
"us-gaap_RestrictedCashAndCashEquivalentsNoncurrent",34,0.0671963318708249,86.2168465156726
"TaxesPayableCurrent",32,0.0632436064666588,86.2800901221392
"us-gaap_DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage",32,0.0632436064666588,86.3433337286059
"us-gaap_NotesPayable",32,0.0632436064666588,86.4065773350725
"us-gaap_UnearnedESOPShares",32,0.0632436064666588,86.4698209415392
"ContractWithCustomerLiabilityCurrent",31,0.0612672437645757,86.5310881853038
"otex_CurrentAccountsPayableAndAccruedLiabilitiesPlusOtherAccruals",31,0.0612672437645757,86.5923554290683
"otex_NonCurrentAccountsPayableAndAccruedLiabilitiesPlusOtherAccruals",31,0.0612672437645757,86.6536226728329
"us-gaap_BuildingsAndImprovementsGross",31,0.0612672437645757,86.7148899165975
"us-gaap_CapitalLeaseObligationsNoncurrent",31,0.0612672437645757,86.7761571603621
"us-gaap_CommonStockParOrStatedValuePerShare",31,0.0612672437645757,86.8374244041267
"us-gaap_IndefiniteLivedLicenseAgreements",31,0.0612672437645757,86.8986916478912
"us-gaap_InventoryFinishedGoodsNetOfReserves",31,0.0612672437645757,86.9599588916558
"us-gaap_InventoryRawMaterialsNetOfReserves",31,0.0612672437645757,87.0212261354204
"us-gaap_InventoryWorkInProcessNetOfReserves",31,0.0612672437645757,87.082493379185
"us-gaap_OtherSecuredFinancings",31,0.0612672437645757,87.1437606229495
"us-gaap_PropertyPlantAndEquipmentOther",31,0.0612672437645757,87.2050278667141
"us-gaap_SecuritiesBorrowed",31,0.0612672437645757,87.2662951104787
"us-gaap_SecuritiesLoaned",31,0.0612672437645757,87.3275623542433
"us-gaap_SecuritiesSoldUnderAgreementsToRepurchase",31,0.0612672437645757,87.3888295980078
"usm_ReceivablesNetCurrentRoaming",31,0.0612672437645757,87.4500968417724
"RestrictedCashAndCashEquivalentsAtCarryingValue",30,0.0592908810624926,87.5093877228349
"acm_CashAndCashEquivalentsGeneral",30,0.0592908810624926,87.5686786038974
"acm_CashInConsolidatedJointVentures",30,0.0592908810624926,87.6279694849599
"us-gaap_AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax",30,0.0592908810624926,87.6872603660224
"us-gaap_CapitalizedComputerSoftwareNet",30,0.0592908810624926,87.7465512470849
"us-gaap_FinancialInstrumentsSoldNotYetPurchasedAtFairValue",30,0.0592908810624926,87.8058421281474
"us-gaap_InventoryFinishedGoods",30,0.0592908810624926,87.8651330092099
"us-gaap_RestrictedCashNoncurrent",30,0.0592908810624926,87.9244238902723
"us-gaap_SelfInsuranceReserveNoncurrent",30,0.0592908810624926,87.9837147713348
"ReceivablesNetCurrent",29,0.0573145183604095,88.0410292896952
"ezpw_PawnLoans",29,0.0573145183604095,88.0983438080557
"us-gaap_BillingsInExcessOfCostCurrent",29,0.0573145183604095,88.1556583264161
"us-gaap_DeferredFinanceCostsNoncurrentNet",29,0.0573145183604095,88.2129728447765
"us-gaap_InventoryWorkInProcessAndRawMaterials",29,0.0573145183604095,88.2702873631369
"us-gaap_PreferredStockValueOutstanding",29,0.0573145183604095,88.3276018814973
"us-gaap_ReceivablesFromBrokersDealersAndClearingOrganizations",29,0.0573145183604095,88.3849163998577
"us-gaap_ReceivablesFromCustomers",29,0.0573145183604095,88.4422309182181
"us-gaap_RedeemableNoncontrollingInterestEquityFairValue",29,0.0573145183604095,88.4995454365785
"us-gaap_LoansAndLeasesReceivableNetReportedAmount",28,0.0553381556583264,88.5548835922368
"us-gaap_LongTermLoansFromBank",28,0.0553381556583264,88.6102217478952
"us-gaap_RestrictedCashAndCashEquivalents",28,0.0553381556583264,88.6655599035535
"AccountsPayableTradeCurrent",27,0.0533617929562433,88.7189216965097
"deck_ValueAddedTaxPayable",27,0.0533617929562433,88.772283489466
"rmax_AmountsPayableUnderTaxReceivableAgreementsCurrent",27,0.0533617929562433,88.8256452824222
"rmax_AmountsPayableUnderTaxReceivableAgreementsNoncurrent",27,0.0533617929562433,88.8790070753785
"us-gaap_AssetsHeldForSaleNotPartOfDisposalGroupCurrent",27,0.0533617929562433,88.9323688683347
"us-gaap_CapitalAccumulationPlans",27,0.0533617929562433,88.985730661291
"us-gaap_HeldToMaturitySecurities",27,0.0533617929562433,89.0390924542472
"us-gaap_PayablesToBrokerDealersAndClearingOrganizations",27,0.0533617929562433,89.0924542472034
"us-gaap_PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization",27,0.0533617929562433,89.1458160401597
"us-gaap_RedeemableNoncontrollingInterestEquityOtherCarryingAmount",27,0.0533617929562433,89.1991778331159
"DebtCurrent",26,0.0513854302541602,89.2505632633701
"OtherAssets",26,0.0513854302541602,89.3019486936243
"cat_LongTermDebtDueAfterOneYearFinancialProducts",26,0.0513854302541602,89.3533341238784
"cat_LongTermDebtDueWithinOneYearFinancialProducts",26,0.0513854302541602,89.4047195541326
"cat_ShortTermBorrowingsFinancialProducts",26,0.0513854302541602,89.4561049843867
"ezpw_PawnServiceChargesReceivableNet",26,0.0513854302541602,89.5074904146409
"ms_Payables",26,0.0513854302541602,89.5588758448951
"us-gaap_AccountsPayableAndOtherAccruedLiabilitiesCurrent",26,0.0513854302541602,89.6102612751492
"us-gaap_AssetsHeldInTrustNoncurrent",26,0.0513854302541602,89.6616467054034
"us-gaap_AvailableForSaleSecuritiesNoncurrent",26,0.0513854302541602,89.7130321356575
"us-gaap_ConvertibleDebtNoncurrent",26,0.0513854302541602,89.7644175659117
"us-gaap_MineralPropertiesNet",26,0.0513854302541602,89.8158029961659
"us-gaap_NonredeemableNoncontrollingInterest",26,0.0513854302541602,89.86718842642
"us-gaap_DeferredCosts",25,0.0494090675520772,89.9165974939721
"us-gaap_DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent",25,0.0494090675520772,89.9660065615242
"us-gaap_DueFromAffiliateCurrent",25,0.0494090675520772,90.0154156290762
"us-gaap_ManagementFeePayable",25,0.0494090675520772,90.0648246966283
"us-gaap_NotesReceivableNet",25,0.0494090675520772,90.1142337641804
"DeferredIncomeTaxAssetsNet",24,0.0474327048499941,90.1616664690304
"SOTK_EquipmentFurnishingsLeaseholdImprovementsNet",24,0.0474327048499941,90.2090991738804
"bios_AmountsDueToPlanSponsors",24,0.0474327048499941,90.2565318787304
"csgs_ClientDeposits",24,0.0474327048499941,90.3039645835804
"ms_PreferredStockCarryingValue",24,0.0474327048499941,90.3513972884304
"us-gaap_CapitalizedContractCostNetNoncurrent",24,0.0474327048499941,90.3988299932804
"us-gaap_CashAndDueFromBanks",24,0.0474327048499941,90.4462626981304
"us-gaap_DueToRelatedPartiesNoncurrent",24,0.0474327048499941,90.4936954029804
"us-gaap_InterestBearingDepositsInBanks",24,0.0474327048499941,90.5411281078303
"us-gaap_LoansPayableCurrent",24,0.0474327048499941,90.5885608126803
"seas_DefiniteAndIndefiniteLivedTradeNamesAndTrademarksNet",23,0.045456342147911,90.6340171548283
"us-gaap_DeferredRevenueAndCreditsCurrent",23,0.045456342147911,90.6794734969762
"us-gaap_OtherDeferredCreditsNoncurrent",23,0.045456342147911,90.7249298391241
"DeferredRevenueNoncurrent",22,0.0434799794458279,90.7684098185699
"crvl_AccountsAndTaxesPayable",22,0.0434799794458279,90.8118897980157
"sum:AcquisitionRelatedLiabilitiesCurrent",22,0.0434799794458279,90.8553697774616
"sum:AcquisitionRelatedLiabilitiesNonCurrent",22,0.0434799794458279,90.8988497569074
"us-gaap_AccountsReceivableNet",22,0.0434799794458279,90.9423297363532
"us-gaap_CommonStockSharesAuthorized",22,0.0434799794458279,90.985809715799
"us-gaap_PayablesToCustomers",22,0.0434799794458279,91.0292896952449
"DeferredIncomeTaxLiabilitiesNet",21,0.0415036167437448,91.0707933119886
"PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent",21,0.0415036167437448,91.1122969287324
"bld_AccruedLiabilitiesAndEmployeeRelatedLiabilitiesCurrent",21,0.0415036167437448,91.1538005454761
"us-gaap_AccruedInsuranceNoncurrent",21,0.0415036167437448,91.1953041622199
"us-gaap_AvailableForSaleSecurities",21,0.0415036167437448,91.2368077789636
"us-gaap_CommitmentsAndContingencies",21,0.0415036167437448,91.2783113957073
"us-gaap_CommonStockSharesIssued",21,0.0415036167437448,91.3198150124511
"us-gaap_ContractWithCustomerAssetNetNoncurrent",21,0.0415036167437448,91.3613186291948
"us-gaap_ConvertibleDebtCurrent",21,0.0415036167437448,91.4028222459386
"us-gaap_DerivativeLiabilities",21,0.0415036167437448,91.4443258626823
"us-gaap_Investments",21,0.0415036167437448,91.4858294794261
"us-gaap_SeniorLongTermNotes",21,0.0415036167437448,91.5273330961698
"BillingsInExcessOfCostCurrent",20,0.0395272540416617,91.5668603502115
"CashCashEquivalentsAndShortTermInvestments",20,0.0395272540416617,91.6063876042531
"bc_LandBuildingsAndImprovementsAndEquipmentNet",20,0.0395272540416617,91.6459148582948
"bc_UnamortizedProductToolingCosts",20,0.0395272540416617,91.6854421123365
"us-gaap_AccountsPayableAndAccruedLiabilitiesNoncurrent",20,0.0395272540416617,91.7249693663781
"us-gaap_CommonStockSharesOutstanding",20,0.0395272540416617,91.7644966204198
"us-gaap_FederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell",20,0.0395272540416617,91.8040238744614
"us-gaap_LongTermLineOfCredit",20,0.0395272540416617,91.8435511285031
"SOTK_BuildingsNet",19,0.0375508913395786,91.8811020198427
"cat_LongtermDebtDueafterOneYearMachineryEnergyTransportationNoncurrent",19,0.0375508913395786,91.9186529111823
"cat_LongtermDebtDuewithinOneYearMachineryEnergyTransportation",19,0.0375508913395786,91.9562038025218
"cat_ShorttermBorrowingsMachineryEnergyTransportation",19,0.0375508913395786,91.9937546938614
"sum:LongTermDebtNoncurrentNet",19,0.0375508913395786,92.031305585201
"sum:StockholdersEquityAttributableToNoncontrollingInterestExcludingPortionAttributableToNoncontrollingInterestOfWhollyOwnedIndirectSubsidiaryOfRegistrant",19,0.0375508913395786,92.0688564765406
"us-gaap_CustomerDepositsCurrent",19,0.0375508913395786,92.1064073678802
"us-gaap_DepositsAssetsNoncurrent",19,0.0375508913395786,92.1439582592197
"us-gaap_InventoryWorkInProcess",19,0.0375508913395786,92.1815091505593
"us-gaap_OtherPostretirementBenefitsPayableCurrentAndNoncurrent",19,0.0375508913395786,92.2190600418989
"EquityMethodInvestments",18,0.0355745286374956,92.2546345705364
"opht_AccruedResearchAndDevelopment",18,0.0355745286374956,92.2902090991739
"us-gaap_DepositLiabilityCurrent",18,0.0355745286374956,92.3257836278114
"us-gaap_LoansReceivableHeldForSaleNetNotPartOfDisposalGroup",18,0.0355745286374956,92.3613581564489
"DeferredTaxLiabilitiesCurrent",17,0.0335981659354125,92.3949563223843
"ShortTermInvestments",17,0.0335981659354125,92.4285544883197
"VNRX_GrantRepayable",17,0.0335981659354125,92.4621526542551
"nktr_AccruedClinicalTrialExpenses",17,0.0335981659354125,92.4957508201905
"us-gaap_AssetsOfDisposalGroupIncludingDiscontinuedOperation",17,0.0335981659354125,92.5293489861259
"Deposits",16,0.0316218032333294,92.5609707893593
"nktr_LiabilityRelatedToSaleOfPotentialFutureRoyaltiesNonCurrentNetOfIssuanceCosts",16,0.0316218032333294,92.5925925925926
"us-gaap_CapitalizedContractCostNet",16,0.0316218032333294,92.6242143958259
"us-gaap_DeferredIncomeTaxesAndOtherTaxLiabilitiesNoncurrent",16,0.0316218032333294,92.6558361990593
"us-gaap_RestrictedCashAndInvestmentsCurrent",16,0.0316218032333294,92.6874580022926
"us-gaap_RoyaltyGuaranteesCommitmentsAmount",16,0.0316218032333294,92.7190798055259
"CommonStockIssuedEmployeeStockTrust",15,0.0296454405312463,92.7487252460572
"CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear",15,0.0296454405312463,92.7783706865884
"InventoryGross",15,0.0296454405312463,92.8080161271196
"InvestmentsAndOtherNoncurrentAssets",15,0.0296454405312463,92.8376615676509
"MarketableSecuritiesCurrent",15,0.0296454405312463,92.8673070081821
"us-gaap_AccountsPayableCurrentAndNoncurrent",15,0.0296454405312463,92.8969524487134
