"concept","n","percentage","cumulative_percentage"
"us-gaap_CapitalLeaseObligationsIncurred",35,0.0724382722437237,77.7200571227518
"us-gaap_IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet",35,0.0724382722437237,77.7924953949956
"us-gaap_PaymentsForProceedsFromDerivativeInstrumentInvestingActivities",35,0.0724382722437237,77.8649336672393
"us-gaap_PensionExpense",35,0.0724382722437237,77.937371939483
"ProceedsFromRepaymentsOfShortTermDebt",34,0.0703686073224745,78.0077405468055
"us-gaap_CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect",34,0.0703686073224745,78.0781091541279
"us-gaap_IncreaseDecreaseInBillingInExcessOfCostOfEarnings",34,0.0703686073224745,78.1484777614504
"us-gaap_PaymentsToAcquireHeldToMaturitySecurities",34,0.0703686073224745,78.2188463687729
"us-gaap_ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities",34,0.0703686073224745,78.2892149760954
"PaymentsOfDividendsCommonStock",33,0.0682989424012252,78.3575139184966
"schw_IncreaseDecreaseInReceivablesFromBrokerageClients",33,0.0682989424012252,78.4258128608978
"us-gaap_AllocatedShareBasedCompensationExpense",33,0.0682989424012252,78.494111803299
"us-gaap_IncomeLossFromDiscontinuedOperationsNetOfTax",33,0.0682989424012252,78.5624107457003
"us-gaap_ProceedsFromIssuanceOfPreferredStockAndPreferenceStock",33,0.0682989424012252,78.6307096881015
"us-gaap_RepaymentsOfRelatedPartyDebt",33,0.0682989424012252,78.6990086305027
"us-gaap_StockOptionPlanExpense",33,0.0682989424012252,78.7673075729039
"IncreaseDecreaseInOtherCurrentAssets",32,0.066229277479976,78.8335368503839
"PaymentsOfFinancingCosts",32,0.066229277479976,78.8997661278639
"PaymentsToAcquireIntangibleAssets",32,0.066229277479976,78.9659954053439
"us-gaap_IncreaseDecreaseInDepositOtherAssets",32,0.066229277479976,79.0322246828239
"us-gaap_InventoryLIFOReservePeriodCharge",32,0.066229277479976,79.0984539603038
"us-gaap_InvestmentIncomeNetAmortizationOfDiscountAndPremium",32,0.066229277479976,79.1646832377838
"us-gaap_NetCashProvidedByUsedInContinuingOperations",32,0.066229277479976,79.2309125152638
"us-gaap_OtherNoncashExpense",32,0.066229277479976,79.2971417927438
"us-gaap_PaymentForContingentConsiderationLiabilityFinancingActivities",32,0.066229277479976,79.3633710702237
"us-gaap_ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates",32,0.066229277479976,79.4296003477037
"PaymentsRelatedToTaxWithholdingForShareBasedCompensation",31,0.0641596125587267,79.4937599602624
"ms_IncreaseDecreaseInSecuritiesPurchasedUnderAgreementsToResell",31,0.0641596125587267,79.5579195728212
"ms_ProceedsFromRepaymentsOfOtherSecuredFinancings",31,0.0641596125587267,79.6220791853799
"us-gaap_DerivativeGainLossOnDerivativeNet",31,0.0641596125587267,79.6862387979386
"us-gaap_IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities",31,0.0641596125587267,79.7503984104973
"us-gaap_IncreaseDecreaseInPayablesUnderRepurchaseAgreements",31,0.0641596125587267,79.8145580230561
"us-gaap_IncreaseDecreaseInSecuritiesBorrowed",31,0.0641596125587267,79.8787176356148
"us-gaap_IncreaseDecreaseInSecuritiesLoanedTransactions",31,0.0641596125587267,79.9428772481735
"us-gaap_PaymentsToAcquireInterestInSubsidiariesAndAffiliates",31,0.0641596125587267,80.0070368607322
"us-gaap_ProceedsFromDerivativeInstrumentFinancingActivities",31,0.0641596125587267,80.071196473291
"us-gaap_ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities",31,0.0641596125587267,80.1353560858497
"us-gaap_RepaymentsOfConvertibleDebt",31,0.0641596125587267,80.1995156984084
"EquityMethodInvestmentDividendsOrDistributions",30,0.0620899476374775,80.2616056460459
"GainLossOnSaleOfPropertyPlantEquipment",30,0.0620899476374775,80.3236955936834
"crvl_IncreaseDecreaseInAccountsAndTaxesPayable",30,0.0620899476374775,80.3857855413209
"us-gaap_ConversionOfStockAmountConverted1",30,0.0620899476374775,80.4478754889583
"us-gaap_GoodwillImpairmentLoss",30,0.0620899476374775,80.5099654365958
"us-gaap_IncreaseDecreaseInDeferredCompensation",30,0.0620899476374775,80.5720553842333
"us-gaap_IncreaseDecreaseInPayablesToCustomers",30,0.0620899476374775,80.6341453318708
"us-gaap_ProceedsFromCollectionOfFinanceReceivables",30,0.0620899476374775,80.6962352795082
"us-gaap_ProceedsFromSaleOfFinanceReceivables",30,0.0620899476374775,80.7583252271457
"ForeignCurrencyTransactionGainLossUnrealized",29,0.0600202827162282,80.818345509862
"GainLossOnDispositionOfAssets1",29,0.0600202827162282,80.8783657925782
"cat_PaymentsFinancialProducts",29,0.0600202827162282,80.9383860752944
"ezpw_RecoveryOfPawnLoanPrincipalThroughSaleOfForfeitedCollateral",29,0.0600202827162282,80.9984063580106
"us-gaap_GainLossOnSalesOfAssetsAndAssetImpairmentCharges",29,0.0600202827162282,81.0584266407269
"us-gaap_IncreaseDecreaseInRetailRelatedInventories",29,0.0600202827162282,81.1184469234431
"us-gaap_PensionContributions",29,0.0600202827162282,81.1784672061593
"IncreaseDecreaseInOtherNoncurrentAssets",28,0.057950617794979,81.2364178239543
"IncreaseDecreaseInRestrictedCash",28,0.057950617794979,81.2943684417493
"fdp_GainLossOnDispositionOfPropertyWithAdjustments",28,0.057950617794979,81.3523190595443
"us-gaap_OtherAmortizationOfDeferredCharges",28,0.057950617794979,81.4102696773392
"AmortizationOfFinancingCosts",27,0.0558809528737297,81.466150630213
"IncreaseDecreaseInEmployeeRelatedLiabilities",27,0.0558809528737297,81.5220315830867
"ezpw_PawnLoansForfeitedAndTransferredToInventory",27,0.0558809528737297,81.5779125359604
"nktr_NonCashRoyaltyRevenueRelatedToSaleOfFutureRoyalties",27,0.0558809528737297,81.6337934888342
"us-gaap_LineOfCreditFacilityIncreaseDecreaseForPeriodNet",27,0.0558809528737297,81.6896744417079
"us-gaap_PaymentsForSoftware",27,0.0558809528737297,81.7455553945816
"us-gaap_ProceedsFromIssuanceOfSeniorLongTermDebt",27,0.0558809528737297,81.8014363474554
"us-gaap_RepaymentsOfDebtAndCapitalLeaseObligations",27,0.0558809528737297,81.8573173003291
"AdjustmentForAmortization",26,0.0538112879524805,81.9111285882816
"CapitalExpendituresIncurredButNotYetPaid",26,0.0538112879524805,81.964939876234
"IncreaseDecreaseInBillingInExcessOfCostOfEarnings",26,0.0538112879524805,82.0187511641865
"amswa_PaymentsToDevelopSoftwareToBeSoldLeasedOrOtherwiseMarketed",26,0.0538112879524805,82.072562452139
"us-gaap_IncreaseDecreaseInAccruedInterestReceivableNet",26,0.0538112879524805,82.1263737400915
"us-gaap_PaymentsToAcquireOtherInvestments",26,0.0538112879524805,82.180185028044
"us-gaap_ProceedsFromSaleOfProductiveAssets",26,0.0538112879524805,82.2339963159964
"us-gaap_TransferToInvestments",26,0.0538112879524805,82.2878076039489
"AmortizationOfFinancingCostsAndDiscounts",25,0.0517416230312312,82.3395492269802
"DepreciationAmortizationAndAccretionNet",25,0.0517416230312312,82.3912908500114
"GainLossOnDispositionOfAssets",25,0.0517416230312312,82.4430324730426
"PaymentsToAcquireAvailableForSaleSecurities",25,0.0517416230312312,82.4947740960738
"ProceedsFromLinesOfCredit",25,0.0517416230312312,82.5465157191051
"us-gaap_AmortizationOfDeferredSalesCommissions",25,0.0517416230312312,82.5982573421363
"us-gaap_PaymentsToAcquireEquipmentOnLease",25,0.0517416230312312,82.6499989651675
